Geneid,Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
ENSG00000197110,0,0,0,6,2,2
ENSG00000269427,16,6,27,21,48,64
ENSG00000214046,5371,1684,3709,1274,1434,1999
ENSG00000269044,1250,526,265,998,1090,971
ENSG00000267904,58,22,71,18,24,50
ENSG00000072954,633,376,837,2036,767,1152
ENSG00000099822,0,6,10,5029,6115,6273
ENSG00000267036,0,0,1,4,0,1
ENSG00000099821,1806,2578,1668,2670,4928,4353
ENSG00000261204,0,2,0,19,8,18
ENSG00000070388,2,2,0,303,401,261
ENSG00000070423,2384,1744,2296,2440,2570,2456
ENSG00000267666,22,42,57,10,16,24
ENSG00000070404,226,203,553,999,1130,646
ENSG00000279807,0,0,0,0,0,0
ENSG00000273733,12,15,45,105,69,30
ENSG00000130167,0,0,0,2,1,0
ENSG00000105514,2138,1699,54,286,194,267
ENSG00000267576,0,0,0,0,0,0
ENSG00000105246,8,0,593,116,270,844
ENSG00000280247,6,4,3,4,11,14
ENSG00000132003,22,14,48,70,50,85
ENSG00000089847,89,121,73,3706,4644,1250
ENSG00000288920,1055,365,563,599,333,683
ENSG00000130309,5105,4057,3344,1819,2199,3894
ENSG00000267550,0,0,13,1,0,2
ENSG00000239524,7,2,0,0,0,0
ENSG00000274447,13,2,23,4,2,4
ENSG00000125650,308,206,84,277,195,155
ENSG00000088247,1336,806,1509,6907,8884,8716
ENSG00000105520,1767,3036,3113,7151,5470,3560
ENSG00000264910,0,0,0,0,0,0
ENSG00000130726,6164,3875,2351,6250,7849,9072
ENSG00000275924,0,0,0,0,0,0
ENSG00000130725,1292,936,422,6535,7000,4290
ENSG00000130724,6169,3843,6547,5191,7341,7051
ENSG00000167676,9,16,106,492,696,276
ENSG00000063169,52,44,62,1276,2024,1957
ENSG00000126243,88,112,195,830,565,554
ENSG00000267786,4,8,2,3,5,0
ENSG00000267113,0,2,0,1,1,0
ENSG00000267388,24,138,19,28,33,4
ENSG00000205138,532,366,1104,930,1064,1488
ENSG00000181392,18,5,14,101,105,143
ENSG00000248101,0,0,0,0,0,0
ENSG00000028277,165,358,242,666,890,624
ENSG00000239382,230,142,30,345,353,569
ENSG00000130159,1640,1555,2435,2285,1898,1447
ENSG00000077348,616,860,1985,965,970,931
ENSG00000183019,4,0,0,30,2,0
ENSG00000142459,295,300,832,3746,7111,10330
ENSG00000066044,5159,2759,1347,2412,2497,3451
ENSG00000130477,454,1096,60,12029,6705,1042
ENSG00000269752,0,0,0,14,16,3
ENSG00000279300,2,1,0,7,2,1
ENSG00000130479,2746,2331,3170,4024,2606,2624
ENSG00000268112,0,0,0,0,0,0
ENSG00000179913,0,0,0,3,0,0
ENSG00000248099,2,2,7,29,32,4
ENSG00000130513,46,219,1766,24,34,65
ENSG00000268199,0,0,0,0,0,4
ENSG00000105656,965,666,1188,707,664,798
ENSG00000279262,0,0,0,0,0,0
ENSG00000280121,0,0,0,0,0,0
ENSG00000105642,223,331,42,4796,3219,651
ENSG00000183647,854,429,355,175,222,327
ENSG00000166704,6890,3884,870,853,1244,1446
ENSG00000186017,2549,1836,690,631,736,980
ENSG00000197647,1176,1368,474,221,287,245
ENSG00000131126,17,5,0,9,0,3
ENSG00000124466,94,260,10,46,28,40
ENSG00000176531,69,58,275,342,366,259
ENSG00000105755,525,355,451,473,496,470
ENSG00000176472,134,149,212,300,361,241
ENSG00000134815,1044,949,839,1170,1590,1326
ENSG00000105419,2095,1491,457,5702,3225,652
ENSG00000118160,32,46,0,6469,3874,767
ENSG00000287896,7,6,1,32,37,38
ENSG00000118162,540,258,438,389,419,489
ENSG00000105402,2948,1849,2806,3647,3243,3481
ENSG00000279861,38,19,12,127,277,171
ENSG00000118156,2,0,0,115,95,39
ENSG00000276588,0,0,0,0,0,0
ENSG00000179168,33,21,95,34,81,34
ENSG00000267090,0,0,0,0,0,0
ENSG00000188766,64,42,222,136,327,132
ENSG00000189190,111,171,6,252,598,392
ENSG00000182986,3758,1900,1071,1015,1075,1611
ENSG00000268480,0,2,0,0,0,4
ENSG00000179846,14,62,54,71,101,38
ENSG00000228674,0,0,0,0,0,0
ENSG00000167754,0,6,0,124,50,8
ENSG00000269495,0,0,0,2,4,10
ENSG00000167755,4,2,399,569,5692,12509
ENSG00000279676,0,0,0,8,13,39
ENSG00000169035,0,0,0,830,589,265
ENSG00000179134,2373,1260,2475,4394,10717,12696
ENSG00000125734,3595,1492,2976,1951,3063,3238
ENSG00000254415,141,0,210,0,128,0
ENSG00000105261,8,0,0,1,5,6
ENSG00000126251,0,0,0,0,2,4
ENSG00000099625,429,204,15,1482,901,188
ENSG00000213793,370,171,157,241,224,190
ENSG00000170909,60,31,386,240,165,292
ENSG00000130244,944,817,1210,1594,2033,1693
ENSG00000161888,4583,858,699,108,38,38
ENSG00000167749,0,0,0,6,4,0
ENSG00000267879,0,0,4,2,11,41
ENSG00000269741,0,0,0,0,0,0
ENSG00000288731,0,0,2,0,0,0
ENSG00000267605,46,2,46,186,153,105
ENSG00000264515,10,39,0,329,190,85
ENSG00000289254,0,0,0,2,1,0
ENSG00000288919,0,2,56,6,30,16
ENSG00000288790,0,0,0,0,0,0
ENSG00000231412,0,4,0,4,0,0
ENSG00000289333,0,0,16,18,2,0
ENSG00000289115,2,0,8,0,2,0
ENSG00000289030,1,0,54,0,0,0
ENSG00000267262,2,0,22,0,0,0
ENSG00000267698,5,2,6,7,5,3
ENSG00000186019,111,212,26,59,59,42
ENSG00000289330,0,2,0,6,0,0
ENSG00000288827,10,4,4,12,27,49
ENSG00000269416,1751,487,99,16,16,12
ENSG00000288815,1670,1195,45,24,37,38
ENSG00000288770,250,320,28,66,96,32
ENSG00000130669,148,90,624,1103,2325,2254
ENSG00000167618,0,0,0,0,6,2
ENSG00000213016,0,0,0,0,0,0
ENSG00000235181,0,0,0,0,0,0
ENSG00000239998,64,0,286,127,323,906
ENSG00000269271,0,0,0,0,0,0
ENSG00000104974,0,0,343,51,203,300
ENSG00000238094,0,0,0,0,0,0
ENSG00000104972,86,0,691,156,423,822
ENSG00000224730,0,0,0,0,0,0
ENSG00000277636,0,0,0,0,0,0
ENSG00000242856,0,0,0,0,0,1
ENSG00000237323,0,0,0,0,0,0
ENSG00000225370,0,0,8,33,42,43
ENSG00000186152,0,0,1,0,0,0
ENSG00000228790,0,0,0,0,0,0
ENSG00000170858,0,0,0,0,0,0
ENSG00000242019,0,0,0,0,0,5
ENSG00000215765,0,0,0,0,0,0
ENSG00000243772,0,0,0,0,0,2
ENSG00000242473,0,0,0,0,0,0
ENSG00000125498,0,0,4,0,0,0
ENSG00000264257,0,0,0,0,0,0
ENSG00000167633,0,0,0,1,4,4
ENSG00000240403,0,0,0,6,4,0
ENSG00000199308,0,0,0,0,0,0
ENSG00000186431,0,0,174,15,14,5
ENSG00000268734,0,0,0,0,0,0
ENSG00000186818,515,0,2600,415,894,4338
ENSG00000105185,6276,5773,2112,3899,4087,2640
ENSG00000105186,4162,4261,1566,1539,1794,1716
ENSG00000201388,6,8,2,2,6,3
ENSG00000242325,3,0,8,0,0,0
ENSG00000242436,1,0,8,0,0,0
ENSG00000267557,2,0,0,0,0,0
ENSG00000186326,8,12,49,20,30,8
ENSG00000213965,3850,739,636,413,493,656
ENSG00000267567,12,7,0,4,2,0
ENSG00000173809,96,48,2,32,22,10
ENSG00000267245,0,0,0,0,0,0
ENSG00000021488,108,75,12,51,110,35
ENSG00000267555,0,0,0,0,0,0
ENSG00000201967,0,2,10,0,0,0
ENSG00000223060,0,0,0,15,0,4
ENSG00000179709,0,0,0,0,0,4
ENSG00000171487,0,0,0,3,0,3
ENSG00000197213,16,6,0,8,22,8
ENSG00000268889,23,1,0,1,0,0
ENSG00000213822,0,0,0,0,2,0
ENSG00000269553,0,0,0,36,270,444
ENSG00000284034,0,0,0,0,5,2
ENSG00000126266,0,0,0,66,596,737
ENSG00000276980,0,0,0,0,0,0
ENSG00000125730,640,4,17098,2638,9716,27331
ENSG00000224910,0,2,0,0,0,1
ENSG00000267626,0,0,0,0,7,0
ENSG00000249115,3830,1719,2307,764,1503,1695
ENSG00000126254,5289,2916,5496,2601,4207,4268
ENSG00000105672,20,11,36,28,40,26
ENSG00000126267,5032,4504,4883,9140,8962,6642
ENSG00000105668,10,12,0,16,11,4
ENSG00000226510,2,0,0,3,0,2
ENSG00000102575,180,0,677,99,138,231
ENSG00000278617,0,0,0,0,0,0
ENSG00000129455,0,0,0,0,2,0
ENSG00000175221,5160,2532,4481,2852,2557,2986
ENSG00000207507,4,2,14,14,20,13
ENSG00000172232,34,40,0,119,131,23
ENSG00000196415,0,2,19,93,82,8
ENSG00000268500,10,2,102,70,118,200
ENSG00000174562,0,0,0,0,0,0
ENSG00000167595,232,98,350,404,550,545
ENSG00000267631,0,0,0,0,0,0
ENSG00000225950,0,0,0,0,0,0
ENSG00000105251,284,586,4871,1341,820,135
ENSG00000167664,8,4,306,94,114,260
ENSG00000105255,2645,2357,2992,3427,2966,1150
ENSG00000178297,12,20,26,29,43,24
ENSG00000129951,43,80,0,1220,791,155
ENSG00000198858,2703,2887,3239,2588,2915,2488
ENSG00000116014,2,8,12,165,28,6
ENSG00000267159,0,0,0,2,0,0
ENSG00000197561,0,0,0,34,10,0
ENSG00000259242,33,25,4,0,2,0
ENSG00000089639,559,403,615,453,426,988
ENSG00000105726,5381,3325,4102,3783,5006,4681
ENSG00000181896,430,223,206,483,507,543
ENSG00000271283,3,0,6,2,0,2
ENSG00000270402,51,74,48,3,6,6
ENSG00000105708,2560,1332,424,518,587,500
ENSG00000064547,2437,1164,134,439,485,500
ENSG00000125744,347,349,87,1918,1056,371
ENSG00000213889,44,33,37,149,98,50
ENSG00000125741,659,423,1039,775,638,899
ENSG00000177464,6,0,0,203,264,292
ENSG00000284544,0,0,0,0,0,0
ENSG00000018869,592,302,227,167,242,262
ENSG00000196605,357,256,256,447,680,885
ENSG00000197766,72,28,229,266,142,474
ENSG00000105639,96,156,403,646,398,183
ENSG00000105640,11168,9813,22730,9054,13356,13230
ENSG00000207166,0,0,0,0,0,0
ENSG00000279617,0,0,0,0,2,0
ENSG00000105641,0,10,0,139,120,2
ENSG00000142405,6,6,0,26,0,10
ENSG00000289102,274,206,72,70,61,91
ENSG00000288953,1300,646,197,505,439,397
ENSG00000269825,361,292,210,16,22,29
ENSG00000197857,2974,2947,680,1709,2347,2172
ENSG00000189430,0,0,4,6,0,2
ENSG00000275012,0,0,0,0,0,0
ENSG00000022556,984,6,6,239,191,33
ENSG00000243494,0,0,0,0,0,0
ENSG00000267265,31,9,22,11,20,14
ENSG00000088053,21,24,0,123,117,45
ENSG00000267149,5,0,0,4,4,7
ENSG00000160439,810,372,65,503,408,365
ENSG00000189013,0,0,0,4,0,0
ENSG00000268238,0,0,0,0,0,0
ENSG00000124440,448,880,538,5533,4686,2946
ENSG00000199796,0,0,0,0,0,0
ENSG00000269124,2,3,0,35,42,28
ENSG00000011485,3687,2773,3407,3369,2943,4003
ENSG00000268810,0,0,0,0,0,0
ENSG00000169515,1122,666,31,208,209,200
ENSG00000189348,0,69,0,2,0,0
ENSG00000180532,0,122,0,2,14,2
ENSG00000268536,8,1,2,13,6,14
ENSG00000141965,377,294,357,213,333,484
ENSG00000269604,0,0,0,0,0,0
ENSG00000127666,34,56,643,755,424,462
ENSG00000267484,0,0,0,0,0,1
ENSG00000105355,3372,1343,5850,573,2661,6315
ENSG00000205784,2,0,16,24,22,50
ENSG00000276043,17806,2877,5655,200,408,450
ENSG00000267059,0,0,0,0,0,0
ENSG00000127540,2458,1556,2194,1404,1535,1726
ENSG00000263409,1,0,2,0,0,0
ENSG00000252933,0,2,0,7,0,5
ENSG00000171124,0,84,22,0,65,12
ENSG00000289539,0,0,0,2,0,0
ENSG00000240626,0,0,0,0,0,0
ENSG00000277013,2,0,0,60,56,22
ENSG00000166359,28,66,51,51,63,77
ENSG00000289378,34,92,34,6,6,25
ENSG00000130881,426,447,554,4256,3447,1300
ENSG00000267054,0,0,0,2,0,0
ENSG00000273420,0,0,0,0,0,0
ENSG00000130876,127,6,10,822,722,172
ENSG00000267714,6,2,8,80,105,10
ENSG00000270212,0,0,0,0,0,0
ENSG00000267580,0,0,0,0,0,0
ENSG00000267727,0,0,0,0,0,0
ENSG00000267296,26,63,17,184,183,164
ENSG00000267130,0,2,0,12,12,4
ENSG00000243864,2,2,0,0,2,0
ENSG00000266899,0,0,2,0,0,0
ENSG00000153879,11390,17534,4152,2059,1620,1556
ENSG00000266985,0,0,0,0,0,0
ENSG00000232429,2,0,3,0,0,0
ENSG00000104904,15645,13128,17545,24455,14970,14691
ENSG00000273734,0,0,0,0,0,0
ENSG00000188305,6,0,56,50,56,108
ENSG00000288156,2,2,29,159,150,296
ENSG00000220008,10,250,68,587,366,235
ENSG00000250799,0,0,0,0,6,0
ENSG00000229833,170,184,119,321,327,316
ENSG00000076944,14,22,46,81,106,184
ENSG00000124299,8002,1868,6880,2300,3208,6847
ENSG00000177558,0,0,0,4,22,39
ENSG00000262497,0,0,0,10,2,5
ENSG00000271366,0,0,0,6,2,6
ENSG00000268947,6,10,27,96,107,96
ENSG00000288942,8,1,0,3,3,4
ENSG00000105698,1311,738,1187,8245,11389,10376
ENSG00000105697,8,4,813,145,140,75
ENSG00000105695,76,0,3129,4124,59922,87417
ENSG00000105699,22,4,80,769,954,942
ENSG00000268034,14,16,2,8,2,6
ENSG00000269800,4,0,11,0,8,34
ENSG00000268355,2,0,0,0,0,3
ENSG00000268027,13,0,21,22,35,80
ENSG00000007129,4,4,118,48,27,113
ENSG00000280014,0,0,0,0,0,0
ENSG00000269266,0,0,0,0,0,0
ENSG00000105352,0,0,17,22,12,52
ENSG00000268997,0,0,0,0,0,0
ENSG00000269354,0,0,0,0,0,0
ENSG00000268582,0,0,0,0,0,0
ENSG00000007306,0,0,0,0,2,0
ENSG00000105388,0,0,0,2,0,2
ENSG00000267881,0,0,0,0,0,0
ENSG00000086548,0,0,0,0,2,4
ENSG00000268833,0,0,0,0,0,0
ENSG00000170956,0,0,0,10,0,4
ENSG00000269119,1,1,0,0,0,0
ENSG00000278239,0,0,0,0,0,0
ENSG00000273111,0,0,0,2,0,0
ENSG00000142025,0,0,0,0,1,1
ENSG00000105372,29322,23789,45120,11729,20449,20464
ENSG00000276926,0,4,2,0,3,2
ENSG00000268041,0,2,1,69,151,76
ENSG00000105404,686,502,1046,1266,1101,963
ENSG00000285505,0,0,0,0,0,0
ENSG00000105409,39,135,152,8885,4008,411
ENSG00000105369,14,8,24,6,10,8
ENSG00000289748,0,0,0,0,0,0
ENSG00000126453,359,94,354,73,158,213
ENSG00000259108,0,0,0,0,0,0
ENSG00000105612,2725,1701,4468,1027,1181,1145
ENSG00000267277,0,26,0,11,11,22
ENSG00000202357,0,0,0,0,0,0
ENSG00000274713,0,0,4,0,0,0
ENSG00000244080,2,2,1,2,4,1
ENSG00000130165,2549,2078,3052,2481,2396,2606
ENSG00000105392,4,6,0,0,1,2
ENSG00000178928,0,0,0,3,0,0
ENSG00000130475,468,748,237,1815,5543,6778
ENSG00000072062,240,152,310,7650,6539,5082
ENSG00000289762,0,0,0,0,0,0
ENSG00000276030,59,8,7,21,36,16
ENSG00000268442,34,1,0,30,38,46
ENSG00000171051,16,0,2263,221,181,793
ENSG00000105397,2233,1167,4468,3815,5339,7191
ENSG00000251369,2126,1877,600,474,408,562
ENSG00000259009,0,0,0,0,0,0
ENSG00000105398,0,0,0,0,0,0
ENSG00000188493,1275,804,1591,400,902,1197
ENSG00000077312,3306,1551,1718,1605,1876,1511
ENSG00000261857,0,2,17,1,1,0
ENSG00000086544,522,411,806,929,753,829
ENSG00000167807,0,0,0,0,0,0
ENSG00000268400,0,2,2,1,2,0
ENSG00000105613,1844,1963,961,6683,4869,758
ENSG00000105499,235,456,832,1415,4964,3665
ENSG00000269420,0,0,1,2,10,7
ENSG00000269534,2,2,0,1,4,3
ENSG00000269321,0,0,0,0,2,0
ENSG00000185453,101,68,80,1056,1706,1289
ENSG00000105483,4064,1220,1088,1031,1499,2551
ENSG00000280353,37,13,28,16,10,16
ENSG00000268583,11,18,34,22,24,70
ENSG00000268001,76,26,89,34,64,104
ENSG00000268186,0,2,3,2,2,4
ENSG00000178150,656,351,277,74,105,61
ENSG00000142227,2652,520,1801,822,728,511
ENSG00000105486,5380,2251,1418,924,1258,1324
ENSG00000172081,4939,2019,3363,1535,1812,3155
ENSG00000099840,20,4,83,1506,2599,2775
ENSG00000239988,0,0,0,0,0,0
ENSG00000131944,514,255,230,30,78,126
ENSG00000127530,7,0,30,76,107,460
ENSG00000115257,40,32,14,415,526,244
ENSG00000142396,549,299,280,519,443,400
ENSG00000105650,2,6,18,51,25,13
ENSG00000204532,9,12,0,1,6,3
ENSG00000234465,327,29,0,292,196,168
ENSG00000186838,2,6,13,12,18,8
ENSG00000179873,6,4,596,4,0,2
ENSG00000228567,0,0,0,0,0,0
ENSG00000284638,0,0,0,0,2,0
ENSG00000160007,3532,2682,2206,6534,6735,6091
ENSG00000130751,95,28,37,735,511,55
ENSG00000130748,772,775,1995,1577,1436,636
ENSG00000130749,4813,3115,362,1540,2505,2734
ENSG00000142230,19237,9508,5468,3152,2497,3036
ENSG00000105327,120,331,116,745,554,220
ENSG00000265134,0,0,0,0,0,0
ENSG00000284411,0,0,0,0,0,0
ENSG00000286669,6,3,2,3,1,9
ENSG00000105321,774,632,491,879,1182,978
ENSG00000257704,425,897,793,1105,805,331
ENSG00000267858,67,69,146,130,103,95
ENSG00000226696,82,94,153,163,355,379
ENSG00000267530,0,0,0,8,6,8
ENSG00000160877,22,21,51,3680,3421,4367
ENSG00000099341,10437,6251,9591,5841,5208,5922
ENSG00000065000,2632,2171,917,6789,7198,6964
ENSG00000130812,13,8,24,34,52,79
ENSG00000104856,92,54,217,104,193,229
ENSG00000104859,406,323,750,2980,7151,7136
ENSG00000207003,4,0,21,0,0,4
ENSG00000170684,10,18,10,198,175,102
ENSG00000267348,51,36,93,47,62,71
ENSG00000142252,43,33,54,17,17,34
ENSG00000267346,0,0,0,2,1,1
ENSG00000104946,651,436,702,4279,5852,7610
ENSG00000213024,6658,2513,4019,1487,1665,2650
ENSG00000161652,0,0,0,4,0,2
ENSG00000276002,0,0,2,0,0,0
ENSG00000063244,349,268,837,5093,6598,7735
ENSG00000130758,40,19,58,7011,6660,2763
ENSG00000174521,384,911,140,4015,3085,856
ENSG00000105219,8,2,25,77,51,42
ENSG00000105221,505,239,1293,5497,9144,8266
ENSG00000205041,12,3,22,12,30,65
ENSG00000207631,0,0,0,5,8,8
ENSG00000206674,12,7,21,6,8,10
ENSG00000160392,406,251,893,592,918,1184
ENSG00000207281,0,0,0,0,0,0
ENSG00000206925,0,0,0,0,1,0
ENSG00000279759,160,61,26,89,126,136
ENSG00000090013,1163,968,1317,1431,1387,1414
ENSG00000088038,268,93,535,2058,2716,3069
ENSG00000205790,2,0,0,13,40,62
ENSG00000287884,6,1,0,7,57,91
ENSG00000207630,0,0,0,0,0,0
ENSG00000289845,0,0,0,9,94,72
ENSG00000253392,6,4,0,35,47,46
ENSG00000267147,7,0,0,6,4,8
ENSG00000268081,39,4,152,17,41,40
ENSG00000269072,0,0,0,4,3,1
ENSG00000267383,703,140,207,33,32,104
ENSG00000225872,12,4,0,169,228,135
ENSG00000267339,2,16,112,8,6,12
ENSG00000289915,4,8,4,5,0,0
ENSG00000289428,123,164,162,77,70,79
ENSG00000289246,0,0,0,0,0,0
ENSG00000272473,0,0,0,3,7,2
ENSG00000269696,327,223,98,157,217,239
ENSG00000286125,458,34,127,221,226,182
ENSG00000289297,22,15,22,0,4,2
ENSG00000267575,831,75,741,261,222,203
ENSG00000268119,622,310,8,105,115,164
ENSG00000289985,15,10,8,7,4,2
ENSG00000289543,0,16,0,0,0,0
ENSG00000268038,0,0,0,186,164,28
ENSG00000267475,60,8,20,129,86,101
ENSG00000213904,122,139,83,101,134,59
ENSG00000290008,6,4,7,0,0,2
ENSG00000277383,21,12,41,34,44,27
ENSG00000267751,71,16,80,29,38,40
ENSG00000288837,2,0,0,0,0,0
ENSG00000290058,6,0,14,2,2,0
ENSG00000266983,42,18,6,89,57,30
ENSG00000283103,76,50,102,290,253,231
ENSG00000268516,327,302,194,233,154,143
ENSG00000290068,0,0,0,0,0,0
ENSG00000290070,0,0,0,0,0,1
ENSG00000289255,13,4,24,7,19,7
ENSG00000267107,4,0,20,158,80,118
ENSG00000242779,635,932,0,395,127,109
ENSG00000166770,3851,3343,2294,2539,2659,1982
ENSG00000176840,30,178,0,712,423,57
ENSG00000232677,2215,1095,1025,1515,1298,1579
ENSG00000289471,0,0,0,0,4,0
ENSG00000261824,5257,453,2308,2383,1317,1166
ENSG00000167747,4465,1716,4856,427,898,1013
ENSG00000279529,131,110,12,89,142,100
ENSG00000268061,29,36,43,41,108,111
ENSG00000254887,0,0,14,0,4,16
ENSG00000290088,0,2,0,18,3,0
ENSG00000267053,24,25,0,227,304,162
ENSG00000176593,616,332,506,964,1099,1365
ENSG00000288830,42,8,13,32,40,7
ENSG00000130816,11875,4512,4467,1624,2749,3390
ENSG00000130158,212,368,296,1176,1726,1287
ENSG00000267082,3,2,44,59,48,33
ENSG00000267174,13,21,9,41,21,14
ENSG00000099617,601,597,359,102,76,49
ENSG00000185761,0,30,0,56,109,30
ENSG00000142556,3510,2945,773,517,713,951
ENSG00000256087,1968,1167,629,1094,1193,841
ENSG00000275055,123,49,24,40,91,85
ENSG00000260160,164,139,46,66,112,132
ENSG00000197608,1305,1318,314,602,1064,1295
ENSG00000270248,104,31,0,2,4,12
ENSG00000204611,2597,1883,536,253,407,518
ENSG00000267827,0,0,0,0,0,0
ENSG00000268458,30,12,0,7,4,0
ENSG00000243680,4,6,9,10,9,10
ENSG00000196267,1309,670,175,285,220,306
ENSG00000267927,3,2,0,3,2,2
ENSG00000274380,0,0,0,1,0,0
ENSG00000268015,5,2,9,4,2,4
ENSG00000277562,2,2,0,2,2,0
ENSG00000207265,0,0,0,0,0,0
ENSG00000196214,6836,5787,1468,556,818,1055
ENSG00000208002,0,0,0,1,4,4
ENSG00000269102,23,19,10,4,4,15
ENSG00000198464,3146,1655,383,410,592,781
ENSG00000269535,14,2,1,0,1,7
ENSG00000167554,2248,1580,352,308,570,601
ENSG00000221923,3892,1187,1588,196,284,669
ENSG00000269834,4399,1736,1018,706,846,920
ENSG00000277977,82,68,42,21,43,29
ENSG00000167555,6366,2314,897,1312,1259,2000
ENSG00000269776,6,4,0,0,2,0
ENSG00000198633,126,318,126,225,530,127
ENSG00000288253,313,54,455,6,20,16
ENSG00000105568,29690,25486,21369,19165,13941,10758
ENSG00000271049,0,0,0,7,4,9
ENSG00000252230,0,3,3,1,12,0
ENSG00000268683,5,6,0,10,16,4
ENSG00000279971,6,2,3,4,9,2
ENSG00000269811,0,0,0,0,0,0
ENSG00000279329,15,4,25,2,2,12
ENSG00000089335,12036,5863,1842,3663,5352,5703
ENSG00000274104,64,86,167,129,146,116
ENSG00000153896,1561,942,776,281,503,528
ENSG00000270281,0,0,0,0,0,0
ENSG00000267767,47,14,0,0,0,0
ENSG00000270876,11,32,4,13,27,36
ENSG00000227392,0,0,11,112,731,905
ENSG00000275540,0,5,0,44,30,10
ENSG00000286080,0,2,0,1,0,2
ENSG00000271499,0,1,0,0,0,3
ENSG00000266904,82,108,81,122,322,410
ENSG00000287533,0,0,0,0,3,7
ENSG00000267581,3,0,4,0,1,0
ENSG00000267693,0,2,0,0,0,1
ENSG00000081665,5607,4281,1204,1243,2669,2962
ENSG00000267481,297,251,105,83,189,230
ENSG00000270325,2,0,0,3,4,0
ENSG00000256771,4691,1629,999,347,543,1029
ENSG00000270270,30,19,19,6,2,2
ENSG00000267565,81,86,80,47,69,124
ENSG00000273791,5,6,0,0,3,2
ENSG00000274800,0,0,0,0,0,0
ENSG00000266916,404,163,140,197,328,373
ENSG00000120784,3275,3053,363,688,751,924
ENSG00000161551,2546,1201,667,724,1833,2279
ENSG00000269235,567,92,164,220,188,101
ENSG00000272395,0,0,0,2,4,0
ENSG00000290031,0,0,0,0,0,2
ENSG00000269246,14,12,52,28,41,38
ENSG00000221957,0,0,0,0,2,0
ENSG00000269794,0,0,0,9,9,6
ENSG00000182318,950,436,531,197,226,356
ENSG00000277588,0,0,0,8,1,1
ENSG00000121410,17,101,111,30,30,52
ENSG00000268230,42,53,73,64,82,52
ENSG00000268895,28,51,192,103,69,151
ENSG00000279611,0,0,7,9,5,10
ENSG00000174586,102,92,59,63,70,132
ENSG00000268049,6,49,54,60,63,154
ENSG00000269054,61,22,39,69,131,135
ENSG00000252211,0,0,1,0,2,0
ENSG00000152475,111,78,491,65,102,81
ENSG00000083845,5993,4862,11358,7117,10556,11707
ENSG00000266640,0,0,3,0,1,0
ENSG00000269855,0,0,0,0,0,0
ENSG00000268307,7,6,11,13,16,15
ENSG00000171574,1651,1257,992,608,657,655
ENSG00000232098,53,21,26,296,533,816
ENSG00000268543,0,0,0,0,0,0
ENSG00000268912,68,25,37,78,77,103
ENSG00000131849,608,200,309,305,409,556
ENSG00000269473,74,109,90,38,155,160
ENSG00000249471,40,39,137,209,195,286
ENSG00000083812,1159,854,790,680,439,460
ENSG00000083838,277,148,317,407,471,575
ENSG00000269106,0,0,0,0,0,0
ENSG00000083807,281,224,159,944,989,599
ENSG00000252334,8,8,0,4,3,0
ENSG00000265272,1,4,0,7,2,3
ENSG00000273901,12,5,0,15,11,9
ENSG00000119574,201,106,529,779,759,778
ENSG00000267392,0,0,0,0,2,0
ENSG00000205396,0,0,0,0,0,0
ENSG00000280412,0,0,0,0,0,0
ENSG00000167459,0,0,0,1,0,0
ENSG00000267609,0,0,0,0,1,0
ENSG00000277766,0,0,0,0,0,0
ENSG00000142002,1954,1038,1486,1474,2059,2436
ENSG00000283758,0,0,0,0,0,0
ENSG00000286024,0,0,0,11,14,10
ENSG00000087074,4105,11722,17582,2389,2183,1947
ENSG00000161643,4,0,16,40,52,132
ENSG00000286138,82,61,448,38,59,44
ENSG00000104976,792,584,2199,821,784,880
ENSG00000099308,559,446,708,9165,7793,6372
ENSG00000287001,38,215,699,14,12,8
ENSG00000105357,154,20,1004,1844,5451,7378
ENSG00000289950,0,0,0,5,268,69
ENSG00000105664,0,0,0,4,2,6
ENSG00000005007,1960,1340,533,4509,5766,8586
ENSG00000267106,701,423,252,248,389,424
ENSG00000105088,3841,2010,308,10297,12119,3310
ENSG00000227349,0,0,0,0,0,0
ENSG00000243130,0,0,0,2,0,0
ENSG00000236932,0,0,0,0,0,0
ENSG00000242221,0,0,0,0,3,0
ENSG00000230529,0,0,0,0,0,0
ENSG00000221826,0,0,0,9,2,1
ENSG00000124467,0,2,0,2,0,4
ENSG00000238092,0,0,0,2,5,3
ENSG00000225877,9,0,1,46,495,349
ENSG00000231924,0,0,0,0,2,4
ENSG00000105443,6034,3216,3305,2762,2615,3622
ENSG00000071564,3539,1735,994,1525,2276,1869
ENSG00000130402,1009,344,1478,8238,13680,22379
ENSG00000196961,892,783,2063,8033,5790,7462
ENSG00000267450,0,0,0,0,0,0
ENSG00000267517,0,0,0,0,0,0
ENSG00000167460,35131,12016,10495,5828,10312,10543
ENSG00000279198,108,14,45,111,118,78
ENSG00000267373,0,0,0,0,2,2
ENSG00000167461,3530,1465,1824,391,572,727
ENSG00000269243,19,10,0,16,14,18
ENSG00000267310,0,0,0,0,0,0
ENSG00000290363,0,0,0,0,0,0
ENSG00000281379,0,0,0,0,0,0
ENSG00000290384,0,0,0,0,0,0
ENSG00000267343,0,2,0,0,0,0
ENSG00000290463,0,0,0,0,0,0
ENSG00000268834,0,0,0,0,0,0
