source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0045596,negative regulation of cell differentiation,0.00011791817894538654,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",680,3737,176,21017,0.0470966015520471,0.25882352941176473,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']"
GO:BP,GO:0001944,vasculature development,0.00011929587975955945,True,"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]",755,3737,192,21017,0.05137811078405138,0.2543046357615894,query_1,"['GO:0048731', 'GO:0072359']"
GO:BP,GO:0048167,regulation of synaptic plasticity,0.00012250669986495438,True,"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]",216,3737,71,21017,0.018999197217019,0.3287037037037037,query_1,"['GO:0050804', 'GO:0065008']"
GO:BP,GO:0009792,embryo development ending in birth or egg hatching,0.00012697128895830997,True,"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",690,3737,178,21017,0.04763179020604763,0.2579710144927536,query_1,['GO:0009790']
GO:BP,GO:0097435,supramolecular fiber organization,0.0001336238106487164,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]",846,3737,211,21017,0.05646240299705646,0.24940898345153664,query_1,['GO:0016043']
GO:BP,GO:0030036,actin cytoskeleton organization,0.00014048795711720178,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",719,3737,184,21017,0.04923735616804924,0.25591098748261476,query_1,"['GO:0007010', 'GO:0030029']"
GO:BP,GO:0008285,negative regulation of cell population proliferation,0.00014118741732009341,True,"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]",705,3737,181,21017,0.048434573187048434,0.25673758865248225,query_1,"['GO:0008283', 'GO:0042127', 'GO:0048523']"
GO:BP,GO:0006261,DNA-templated DNA replication,0.00014233863874098943,True,"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]",161,3737,57,21017,0.015252876639015252,0.35403726708074534,query_1,['GO:0006260']
GO:BP,GO:0045787,positive regulation of cell cycle,0.00014346103248987275,True,"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]",343,3737,101,21017,0.02702702702702703,0.2944606413994169,query_1,"['GO:0007049', 'GO:0048522', 'GO:0051726']"
GO:BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,0.00014940778635536591,True,"""Any microtubule cytoskeleton organization that is involved in mitosis."" [GO_REF:0000060, GOC:TermGenie, PMID:18799626]",169,3737,59,21017,0.01578806529301579,0.34911242603550297,query_1,"['GO:0000226', 'GO:1903047']"
GO:BP,GO:0033046,negative regulation of sister chromatid segregation,0.0001559888944319192,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]",48,3737,25,21017,0.00668985817500669,0.5208333333333334,query_1,"['GO:0000819', 'GO:0033045', 'GO:0051985', 'GO:2001251']"
GO:BP,GO:2000816,negative regulation of mitotic sister chromatid separation,0.0001559888944319192,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic sister chromatid separation."" [GOC:obol]",48,3737,25,21017,0.00668985817500669,0.5208333333333334,query_1,"['GO:0010965', 'GO:0033048', 'GO:0051306', 'GO:1905819']"
GO:BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,0.0001559888944319192,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:go_curators]",48,3737,25,21017,0.00668985817500669,0.5208333333333334,query_1,"['GO:0007091', 'GO:0030071', 'GO:0045839', 'GO:1901991', 'GO:1902100', 'GO:2000816']"
GO:BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,0.0001559888944319192,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of sister chromatid segregation during mitosis."" [GOC:mah]",48,3737,25,21017,0.00668985817500669,0.5208333333333334,query_1,"['GO:0000070', 'GO:0033046', 'GO:0033047']"
GO:BP,GO:0044786,cell cycle DNA replication,0.00015675333859935207,True,"""The DNA-dependent DNA replication that takes place as part of the cell cycle."" [GOC:mtg_cell_cycle]",45,3737,24,21017,0.006422263848006422,0.5333333333333333,query_1,"['GO:0006261', 'GO:0022402']"
GO:BP,GO:0000122,negative regulation of transcription by RNA polymerase II,0.0001645996308120599,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",992,3737,241,21017,0.0644902328070645,0.24294354838709678,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045892']"
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,0.00016637817982934124,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",4002,3737,828,21017,0.22156810275622157,0.20689655172413793,query_1,"['GO:0006139', 'GO:0080090']"
GO:BP,GO:0048878,chemical homeostasis,0.00016705918774368925,True,"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]",1026,3737,248,21017,0.06636339309606637,0.24171539961013644,query_1,['GO:0042592']
GO:BP,GO:0001932,regulation of protein phosphorylation,0.00016973159011541444,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",901,3737,222,21017,0.0594059405940594,0.24639289678135406,query_1,"['GO:0006468', 'GO:0031399', 'GO:0042325']"
GO:BP,GO:0060541,respiratory system development,0.00018188901484608,True,"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]",222,3737,72,21017,0.019266791544019266,0.32432432432432434,query_1,['GO:0048731']
GO:BP,GO:0051783,regulation of nuclear division,0.00020522245088124453,True,"""Any process that modulates the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information."" [GOC:ai]",147,3737,53,21017,0.014182499331014183,0.36054421768707484,query_1,"['GO:0000280', 'GO:0033043']"
GO:BP,GO:0003002,regionalization,0.0002242392855442075,True,"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]",434,3737,121,21017,0.03237891356703238,0.27880184331797236,query_1,['GO:0007389']
GO:BP,GO:0023061,signal release,0.00024081310245074668,True,"""The process in which a signal is secreted or discharged into the extracellular medium from a cellular source."" [GOC:mtg_signal]",493,3737,134,21017,0.03585763981803586,0.2718052738336714,query_1,"['GO:0007267', 'GO:0032940']"
GO:BP,GO:0007094,mitotic spindle assembly checkpoint signaling,0.00027249990995469937,True,"""A mitotic cell cycle checkpoint that delays mitotic sister chromatid separation and consequently the mitotic metaphase/anaphase transition until the spindle is correctly assembled and chromosomes are attached to the spindle. Spindle assembly checkpoint signaling begins with the activated Mph family kinase, and results in the inhibition of the Anaphase Promoting Complex and its activator Sleepy/Cdc20 by the mitotic checkpoint complex (MCC)."" [GOC:mtg_cell_cycle, PMID:12360190]",46,3737,24,21017,0.006422263848006422,0.5217391304347826,query_1,"['GO:0045841', 'GO:0071173', 'GO:0071174']"
GO:BP,GO:0071173,spindle assembly checkpoint signaling,0.00027249990995469937,True,"""A signaling process that delays the metaphase/anaphase transition until the spindle is correctly assembled and chromosomes are attached to the spindle."" [GOC:mah]",46,3737,24,21017,0.006422263848006422,0.5217391304347826,query_1,['GO:0031577']
GO:BP,GO:0071174,mitotic spindle checkpoint signaling,0.00027249990995469937,True,"""A signaling process that contributes to a mitotic cell cycle checkpoint that originates from the spindle and delays the metaphase/anaphase transition of a mitotic nuclear division until the spindle is correctly assembled and oriented, the completion of anaphase until chromosomes are attached to the spindle, or mitotic exit and cytokinesis when the spindle does not form."" [GOC:mtg_cell_cycle]",46,3737,24,21017,0.006422263848006422,0.5217391304347826,query_1,"['GO:0007093', 'GO:0031577']"
GO:BP,GO:0050808,synapse organization,0.0002754423750300726,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]",485,3737,132,21017,0.035322451164035325,0.2721649484536082,query_1,['GO:0034330']
GO:BP,GO:0048709,oligodendrocyte differentiation,0.00029143870252971516,True,"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]",107,3737,42,21017,0.01123896173401124,0.3925233644859813,query_1,"['GO:0007417', 'GO:0010001']"
GO:BP,GO:0043010,camera-type eye development,0.0002958403692774603,True,"""The process whose specific outcome is the progression of the camera-type eye over time, from its formation to the mature structure. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:go_curators, GOC:mtg_sensu]",352,3737,102,21017,0.027294621354027295,0.2897727272727273,query_1,['GO:0001654']
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,0.00031007422727392307,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",619,3737,161,21017,0.04308268664704308,0.26009693053311794,query_1,['GO:0007167']
GO:BP,GO:0036211,protein modification process,0.0003227548316718298,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",2947,3737,625,21017,0.16724645437516725,0.21208008143875126,query_1,"['GO:0019538', 'GO:0043412']"
GO:BP,GO:0007051,spindle organization,0.00036463174165402186,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]",205,3737,67,21017,0.01792881990901793,0.32682926829268294,query_1,"['GO:0000226', 'GO:0022402']"
GO:BP,GO:0045839,negative regulation of mitotic nuclear division,0.0003770736157276819,True,"""Any process that stops, prevents or reduces the rate or extent of mitosis. Mitosis is the division of the eukaryotic cell nucleus to produce two daughter nuclei that, usually, contain the identical chromosome complement to their mother."" [GOC:dph, GOC:go_curators, GOC:tb]",56,3737,27,21017,0.0072250468290072254,0.48214285714285715,query_1,"['GO:0007088', 'GO:0010948', 'GO:0045930', 'GO:0051784', 'GO:0140014']"
GO:BP,GO:0007517,muscle organ development,0.0003779982491623429,True,"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]",358,3737,103,21017,0.027562215681027562,0.2877094972067039,query_1,"['GO:0048513', 'GO:0061061']"
GO:BP,GO:0060047,heart contraction,0.0003800144823360114,True,"""The multicellular organismal process in which the heart decreases in volume in a characteristic way to propel blood through the body."" [GOC:dph]",234,3737,74,21017,0.019801980198019802,0.3162393162393162,query_1,"['GO:0003015', 'GO:0008015']"
GO:BP,GO:0043410,positive regulation of MAPK cascade,0.00038471564975935596,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]",465,3737,127,21017,0.03398447952903398,0.2731182795698925,query_1,"['GO:0000165', 'GO:0043408', 'GO:1902533']"
GO:BP,GO:0014706,striated muscle tissue development,0.0003941728158956235,True,"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]",398,3737,112,21017,0.02997056462402997,0.2814070351758794,query_1,['GO:0060537']
GO:BP,GO:0042325,regulation of phosphorylation,0.0004082614098773812,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",954,3737,231,21017,0.06181428953706181,0.24213836477987422,query_1,"['GO:0016310', 'GO:0019220']"
GO:BP,GO:0002009,morphogenesis of an epithelium,0.00042102959335358795,True,"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]",502,3737,135,21017,0.03612523414503613,0.2689243027888446,query_1,"['GO:0048729', 'GO:0060429']"
GO:BP,GO:0060537,muscle tissue development,0.00043553462079283593,True,"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]",421,3737,117,21017,0.03130853625903131,0.27790973871733965,query_1,['GO:0009888']
GO:BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,0.00044009630080712575,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",50,3737,25,21017,0.00668985817500669,0.5,query_1,"['GO:0044784', 'GO:1901988', 'GO:1902099']"
GO:BP,GO:1905819,negative regulation of chromosome separation,0.00044009630080712575,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",50,3737,25,21017,0.00668985817500669,0.5,query_1,"['GO:0051304', 'GO:0051985', 'GO:1905818']"
GO:BP,GO:0051985,negative regulation of chromosome segregation,0.00044009630080712575,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",50,3737,25,21017,0.00668985817500669,0.5,query_1,"['GO:0007059', 'GO:0010948', 'GO:0051983']"
GO:BP,GO:0031577,spindle checkpoint signaling,0.0004630062595279707,True,"""A signaling process that that controls a cell cycle checkpoint that originates from the mitotic or meiotic spindle."" [GOC:mtg_cell_cycle]",47,3737,24,21017,0.006422263848006422,0.5106382978723404,query_1,['GO:0000075']
GO:BP,GO:0051784,negative regulation of nuclear division,0.0004711666348125565,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of nuclear division, the partitioning of the nucleus and its genetic information."" [GOC:ai]",63,3737,29,21017,0.00776023548300776,0.4603174603174603,query_1,"['GO:0000280', 'GO:0010639', 'GO:0051783']"
GO:BP,GO:0051303,establishment of chromosome localization,0.000472429046708869,True,"""The directed movement of a chromosome to a specific location."" [GOC:ai]",116,3737,44,21017,0.011774150388011774,0.3793103448275862,query_1,"['GO:0050000', 'GO:0051649', 'GO:0051656']"
GO:BP,GO:0048514,blood vessel morphogenesis,0.0005001137202560591,True,"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]",628,3737,162,21017,0.04335028097404335,0.25796178343949044,query_1,"['GO:0001568', 'GO:0035239']"
GO:BP,GO:0051960,regulation of nervous system development,0.0005317442103344829,True,"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",463,3737,126,21017,0.03371688520203372,0.27213822894168466,query_1,"['GO:0007399', 'GO:2000026']"
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,0.0005317481421881149,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1108,3737,262,21017,0.07010971367407011,0.2364620938628159,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']"
GO:BP,GO:0031401,positive regulation of protein modification process,0.0005371435112277086,True,"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",751,3737,188,21017,0.05030773347605031,0.25033288948069243,query_1,"['GO:0031399', 'GO:0036211', 'GO:0051247']"
GO:BP,GO:0050000,chromosome localization,0.0005429783220577272,True,"""Any process in which a chromosome is transported to, or maintained in, a specific location."" [GOC:ai]",124,3737,46,21017,0.01230933904201231,0.3709677419354839,query_1,['GO:0051640']
GO:BP,GO:0010562,positive regulation of phosphorus metabolic process,0.0005909466178946052,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]",667,3737,170,21017,0.04549103559004549,0.25487256371814093,query_1,"['GO:0006793', 'GO:0009893', 'GO:0051174']"
GO:BP,GO:0045937,positive regulation of phosphate metabolic process,0.0005909466178946052,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",667,3737,170,21017,0.04549103559004549,0.25487256371814093,query_1,"['GO:0006796', 'GO:0010562', 'GO:0019220']"
GO:BP,GO:0003015,heart process,0.0006219115071527769,True,"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]",245,3737,76,21017,0.020337168852020335,0.31020408163265306,query_1,['GO:0003013']
GO:BP,GO:0007389,pattern specification process,0.0006341087091194897,True,"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]",478,3737,129,21017,0.03451966818303452,0.2698744769874477,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0033047,regulation of mitotic sister chromatid segregation,0.0006581048258709396,True,"""Any process that modulates the frequency, rate or extent of sister chromatid segregation during mitosis."" [GOC:mah]",54,3737,26,21017,0.006957452502006957,0.48148148148148145,query_1,"['GO:0000070', 'GO:0033045']"
GO:BP,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,0.0007868238446474238,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",363,3737,103,21017,0.027562215681027562,0.2837465564738292,query_1,['GO:0007167']
GO:BP,GO:0009314,response to radiation,0.0007948960534966527,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",430,3737,118,21017,0.03157613058603158,0.2744186046511628,query_1,['GO:0009628']
GO:BP,GO:0050890,cognition,0.0008496216154673924,True,"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]",324,3737,94,21017,0.025153866738025155,0.29012345679012347,query_1,['GO:0050877']
REAC,REAC:R-HSA-156711,Polo-like kinase mediated events,0.0008547202555147271,True,Polo-like kinase mediated events,15,2256,12,10916,0.005319148936170213,0.8,query_1,['REAC:R-HSA-69275']
REAC,REAC:R-HSA-983189,Kinesins,0.0009107412634310546,True,Kinesins,60,2256,29,10916,0.012854609929078014,0.48333333333333334,query_1,['REAC:R-HSA-983231']
GO:BP,GO:0009891,positive regulation of biosynthetic process,0.0009260190275808564,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2707,3737,575,21017,0.15386673802515385,0.2124122644994459,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009893']"
GO:BP,GO:0051246,regulation of protein metabolic process,0.0009876081971894924,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",1975,3737,433,21017,0.11586834359111586,0.21924050632911393,query_1,"['GO:0019538', 'GO:0060255', 'GO:0080090']"
GO:BP,GO:0048168,regulation of neuronal synaptic plasticity,0.001037421411107935,True,"""A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:jid, PMID:11891290]",55,3737,26,21017,0.006957452502006957,0.4727272727272727,query_1,['GO:0048167']
GO:BP,GO:1904062,regulation of monoatomic cation transmembrane transport,0.0010447193368776494,True,"""Any process that modulates the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]",282,3737,84,21017,0.02247792346802248,0.2978723404255319,query_1,"['GO:0034765', 'GO:0098655']"
GO:BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,0.0010722623022008766,True,"""Any process that modulates the frequency, rate or extent of metaphase/anaphase transition of cell cycle."" [GOC:mtg_cell_cycle, GOC:TermGenie]",93,3737,37,21017,0.009900990099009901,0.3978494623655914,query_1,"['GO:0033045', 'GO:0044784', 'GO:1901987']"
GO:BP,GO:0033045,regulation of sister chromatid segregation,0.0010809050128366636,True,"""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]",104,3737,40,21017,0.010703773080010704,0.38461538461538464,query_1,"['GO:0000819', 'GO:0033044', 'GO:0051983']"
GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,0.0010832936012409077,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",2038,3737,445,21017,0.11907947551511908,0.218351324828263,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']"
GO:BP,GO:2000147,positive regulation of cell motility,0.0010960113351366025,True,"""Any process that activates or increases the frequency, rate or extent of cell motility."" [GOC:mah]",570,3737,148,21017,0.039603960396039604,0.2596491228070175,query_1,"['GO:0040017', 'GO:0048522', 'GO:0048870', 'GO:2000145']"
GO:BP,GO:0048844,artery morphogenesis,0.001153520120803275,True,"""The process in which the anatomical structures of arterial blood vessels are generated and organized. Arteries are blood vessels that transport blood from the heart to the body and its organs."" [GOC:dsf, PMID:16740480]",72,3737,31,21017,0.008295424137008296,0.4305555555555556,query_1,"['GO:0048514', 'GO:0060840']"
GO:BP,GO:0050767,regulation of neurogenesis,0.0011627558149991403,True,"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]",388,3737,108,21017,0.028900187316028902,0.27835051546391754,query_1,"['GO:0022008', 'GO:0051960', 'GO:0060284']"
GO:BP,GO:0042692,muscle cell differentiation,0.0011716418744236673,True,"""The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."" [CL:0000187, GOC:go_curators]",397,3737,110,21017,0.029435375970029435,0.2770780856423174,query_1,"['GO:0030154', 'GO:0061061']"
GO:BP,GO:0044784,metaphase/anaphase transition of cell cycle,0.0012009715101505586,True,"""The cell cycle process in which a cell progresses from metaphase to anaphase as part of the cell cycle."" [GOC:mtg_cell_cycle]",97,3737,38,21017,0.010168584426010168,0.3917525773195876,query_1,"['GO:0033045', 'GO:0044770']"
GO:BP,GO:0060284,regulation of cell development,0.0012653712103618806,True,"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",851,3737,207,21017,0.055392025689055394,0.24324324324324326,query_1,"['GO:0045595', 'GO:0048468']"
GO:BP,GO:0048562,embryonic organ morphogenesis,0.0013031050865325209,True,"""Morphogenesis, during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]",305,3737,89,21017,0.023815895103023815,0.29180327868852457,query_1,"['GO:0009887', 'GO:0048568', 'GO:0048598']"
GO:BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,0.0013038466200361205,True,"""Any process that modulates the frequency, rate or extent of the cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mah]",90,3737,36,21017,0.009633395772009633,0.4,query_1,"['GO:0007091', 'GO:1901990', 'GO:1902099']"
GO:BP,GO:0031570,DNA integrity checkpoint signaling,0.0013397379810605558,True,"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]",139,3737,49,21017,0.013112122023013113,0.35251798561151076,query_1,['GO:0000075']
GO:BP,GO:0016055,Wnt signaling pathway,0.0013850679388323279,True,"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of a target cell and ending with a change in cell state."" [PMID:11532397]",457,3737,123,21017,0.032914102221032915,0.26914660831509846,query_1,['GO:0007166']
GO:BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,0.0014672280750503463,True,"""The cell cycle process in which a cell progresses from metaphase to anaphase during mitosis, triggered by the activation of the anaphase promoting complex by Cdc20/Sleepy homolog which results in the degradation of Securin."" [GOC:mtg_cell_cycle, PMID:10465783]",94,3737,37,21017,0.009900990099009901,0.39361702127659576,query_1,"['GO:0044772', 'GO:0044784']"
GO:BP,GO:0006275,regulation of DNA replication,0.0015642602722448242,True,"""Any process that modulates the frequency, rate or extent of DNA replication."" [GOC:go_curators]",128,3737,46,21017,0.01230933904201231,0.359375,query_1,"['GO:0006260', 'GO:0051052']"
GO:BP,GO:0051656,establishment of organelle localization,0.0015650317969725322,True,"""The directed movement of an organelle to a specific location."" [GOC:ai]",490,3737,130,21017,0.034787262510034785,0.2653061224489796,query_1,"['GO:0051234', 'GO:0051640']"
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,0.0016008149237037594,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",2572,3737,547,21017,0.14637409686914638,0.21267496111975118,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0090287,regulation of cellular response to growth factor stimulus,0.0017403665599748889,True,"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]",320,3737,92,21017,0.02461867808402462,0.2875,query_1,"['GO:0048583', 'GO:0071363']"
GO:BP,GO:0071805,potassium ion transmembrane transport,0.0017613717959512627,True,"""A process in which a potassium ion is transported from one side of a membrane to the other."" [GOC:mah]",213,3737,67,21017,0.01792881990901793,0.3145539906103286,query_1,"['GO:0006813', 'GO:0098655', 'GO:0098662']"
